#漢字	音標	解釋
多	tɔ55	多 多少
淫	jɐn21	淫 淫荡
單	tan55	单 单独
丹	tan55	丹 人丹
疸	tan35	疸 黄疸
旦	tan22	旦 元旦
灘	tʰan55	滩 沙滩
攤	tʰan55	摊 摊开
癱	tʰan35	瘫 瘫痪
坦	tʰan35	坦 坦白
嘆	tʰan33	叹 叹气
炭	tʰan33	炭 木炭
彈	tʰan21	弹 弹琴
檀	tʰan21	檀 檀香
壇	tʰan21	坛 天坛
誕	tan22	诞 诞生
彈	tan35	弹 子弹
但	tan22	但 但是
蛋	tan35	蛋 鸡蛋
達	tat033	达 达到
難	lan21	难 很难
難	lan22	难 患难
捺	lai22	捺 撇捺
蘭	lan21	兰 兰花
攔	lan21	拦 拦住
欄	lan21	栏 栏杆
欄	lan21	栏 猪栏
懶	lan24	懒 懒惰
爛	lan22	烂 腐烂
辣	lat022	辣 泼辣；辣椒
贊	tsan33	赞 赞助
灒	tsan33	灒 溅水，灒水（打铁器）
餐	tsʰan55	餐 快餐
燦	tsʰan33	灿 灿烂
擦	tsʰat033	擦 擦洗
殘	tsʰan21	残 残疾
珊	san55	珊 珊瑚
散	san35	散 分散
傘	san33	伞 雨伞
散	san35	散 松散
撒	sat033	撒 撒手，撒种
薩	sat033	萨 菩萨
干	kɔn55	干 天干地支
乾	kɔn55	干 干湿
竿	kɔn55	竿 竹竿
肝	kɔn55	肝 猪肝
桿	kɔn55	杆 枪杆
稈	kɔn35	秆 禾秆
趕	kɔn35	赶 赶走
幹	kɔn33	干 干部
割	kɔt033	割 收割
葛	kɔt033	葛 诸葛亮
看	hɔn55	看 看守，看牛
刊	hɔn24	刊 报刊
看	hɔn22	看 看见
渴	hɔt022	渴 口渴
岸	ŋɔn22	岸 口岸
鼾	hɔn21	鼾 鼾声
罕	hɔn24	罕 罕见
漢	hɔn33	汉 汉族
喝	hɔt033	喝 喝酒
寒	hɔn21	寒 寒冷
韓	hɔn21	韩 韩国
旱	hɔn24	旱 干旱
焊	hɔn35	焊 电焊
汗	hɔn22	汗 出汗
翰	hɔn33	翰 翰林；人名用字
安	ɔn55	安 安全
鞍	ɔn55	鞍 马鞍
按	ɔn33	按 按照
案	ɔn33	案 档案
扮	pan21	扮 打扮
八	pat033	八 第八
盼	pʰan33	盼 盼望
辦	pan22	办 办法
瓣	pan22	瓣 花瓣
拔	pɐt022	拔 选拔
抹	mat033	抹 抹布
盞	tsaȵ35	盏 灯盏
札	tsat033	札 札记
紮	tsat033	扎 驻扎
鏟	tsʰan35	铲 铲草
察	tsʰat033	察 观察
山	san55	山 山顶
產	tsʰan35	产 生产
殺	sat033	杀 自杀
煞	sat033	煞 凶神恶煞；煞费苦心
艱	kan55	艰 艰苦
間	kan55	间 中间
簡	kan35	简 简单
柬	kan35	柬 请柬
揀	kan35	拣 拣菜
間	kan55	间 间断
眼	ŋan35	眼 眼镜
閑	han21	闲 空闲
限	han22	限 限制
莧	han22	苋 苋菜
軋	tsat033	轧 被车轧；轧钢厂
班	pan55	班 班级
斑	pan55	斑 雀斑
頒	pan55	颁 颁布
扳	pan35	扳 扳手，枪的扳机
板	pan35	板 石板
版	pan35	版 出版
攀	pʰan55	攀 高攀
蠻	man21	蛮 野蛮
慢	man22	慢 快慢
棧	tsan35	栈 客栈
鍘	tsat033	铡 铡刀
刪	san55	删 删除
疝	san33	疝 疝气
奸	kan55	奸 奸臣
澗	kan35	涧 山涧
顏	ŋan21	颜 颜色
雁	ŋan22	雁 大雁
瞎	hɐt033	瞎 瞎子
轄	hɐt022	辖 管辖
晏	an22	晏 天晚
鞭	pin55	鞭 皮鞭
編	pʰin55	编 编辑
變	pin33	变 改变
別	pit022	别 分别
鱉	pit022	鳖 甲鱼
篇	pʰin55	篇 一篇
偏	pʰin55	偏 偏僻
騙	pʰin33	骗 欺骗
便	pʰin21	便 便宜
辨	pin22	辨 分辨
辯	pin22	辩 辩论
汴	pin22	汴 汴梁
便	pin22	便 方便
別	pit022	别 区别
綿	min21	绵 海绵
棉	min21	棉 棉花
免	min24	免 免除
勉	min24	勉 勉强
娩	min24	娩 分娩
緬	min24	缅 缅甸
面	min22	面 面子
滅	mit033	灭 消灭
碾	tsin35	碾 碾米
連	lin21	连 大连；连长
聯	lyn21	联 联系；对联
列	lit033	列 排列
裂	lit033	裂 分裂
烈	lit033	烈 烈士
煎	tsin55	煎 煎药
剪	tsin35	剪 铰剪
箭	tsin33	箭 射箭
濺	tsin35	溅 溅水
遷	tsʰin55	迁 迁移
淺	tsʰin35	浅 深浅
錢	tsʰin21	钱 钱财
踐	tsin35	践 实践
賤	tsin22	贱 犯贱
餞	tsin22	饯 饯行
仙	sin55	仙 神仙
鮮	sin55	鲜 新鲜
鮮	sin55	鲜 朝鲜
癬	sin35	癣 脚癣
綫	sin33	线 线索
薛	syt033	薛 姓
泄	sit033	泄 泄漏，排泄
羨	sin22	羡 羡慕
展	tsin35	展 发展
哲	tsit033	哲 哲学
蜇	tsit033	蜇 蝎子蜇人；海蜇
徹	tsʰit033	彻 彻底
撤	tsʰit033	撤 撤退
纏	tsʰin21	缠 纠缠
轍	tsʰit033	辙 南辕北辙
氈	tsin55	毡 油毛毡
戰	tsin33	战 战斗
顫	tsin55	颤 颤抖
折	tsit033	折 折断；折扣
浙	tsit033	浙 浙江
舌	sit033	舌 舌头
搧	sin33	扇 扇扇子；（动）
扇	sin33	扇 扇子（名）
設	tsʰit033	设 设计
蟬	sin21	蝉 蝉蜕，知了
禪	sin21	禅 禅让
善	sin22	善 善良
鱔	sin25	鳝 鳝鱼，黄鳝
單	sin21	单 姓
膳	sin22	膳 膳食
禪	sin21	禅 禅宗
折	sit022	折 折本；摔折手臂
然	jin21	然 居然
燃	jin21	燃 燃烧
熱	jit022	热 热烈
遣	hin35	遣 遣责
乾	kʰin21	乾 乾坤
虔	kʰin21	虔 虔诚
件	kin22	件 一件
傑	kit033	杰 杰出
諺	jin21	谚 谚语
孽	jit022	孽 作孽
延	jin21	延 延安
筵	jin21	筵 筵席
演	jin35	演 演出
建	kin33	建 建设
揭	kʰyt022	揭 揭发
鍵	kin22	键 关键
健	kin22	健 健康
竭	hyt022	竭 竭尽全力
言	jin21	言 语言
軒	hin55	轩 人名用字（轩辕）
掀	hin55	掀 掀开
憲	hin33	宪 宪法
獻	hin33	献 贡献
歇	hit033	歇 歇一下
蝎	kit033	蝎 蝎子
蔫	jin55	蔫 花蔫了（干枯）
堰	jin33	堰 都江堰
邊	pin55	边 旁边
蝙	pʰin55	蝙 蝙蝠
扁	pin35	扁 扁担
匾	pin35	匾 牌匾
遍	pʰin33	遍 遍地
遍	pʰin33	遍 一遍
憋	pit033	憋 憋气，憋尿
片	pʰin33	片 片面
撇	pʰit033	撇 撇开
辮	pin55	辫 辫子
眠	min21	眠 安眠
麵	min22	面 面条
篾	mit022	篾 竹篾
顚	tin55	颠 颠倒
癲	tin55	癫 癫狗
典	tin35	典 词典
天	tʰin55	天 晴天
鐵	tʰit033	铁 钢铁
田	tʰin21	田 田地
塡	tʰin21	填 填空
電	tin22	电 电灯
殿	tin22	殿 殿堂
佃	tin33	佃 佃户
墊	tin33	垫 垫钱；座垫
年	lin21	年 过年
撚	lin35	捻 以指捻碎；捻线
攆	lin35	撵 撵出去
憐	lin21	怜 可怜
蓮	lin21	莲 莲花
練	lin22	练 练习
楝	lin24	楝 苦楝树
鏈	lin24	链 项链
箋	tsin35	笺 信笺
薦	tsin33	荐 推荐
節	tsit033	节 节约
千	tsʰin55	千 千万
切	tsʰit033	切 切开
前	tsʰin21	前 从前
截	tsit033	截 截断
先	sin55	先 先进
屑	tsʰiu22	屑 不屑一顾（动）
肩	kin55	肩 肩膀
堅	kin55	坚 坚强
繭	kam35	茧 蚕茧
趼	kam35	趼 老茧（手脚掌上）
見	kin33	见 见识
結	kit033	结 结果
潔	kit033	洁 清洁
牽	hin55	牵 牵牛花
硏	jin21	研 研究
硯	jin33	砚 砚台
顯	hin35	显 明显
賢	jin21	贤 贤惠
弦	jin21	弦 琴弦
現	jin22	现 出现
煙	jin55	烟 香烟
燕	jin33	燕 燕京；姓
燕	jin33	燕 燕子
嚥	jin55	咽 咽下去
宴	jin33	宴 宴会
般	pun55	般 一般
搬	pun55	搬 搬家
半	pun33	半 半天
絆	pun22	绊 绊倒
缽	put033	钵 衣钵
撥	pʰut022	拨 拨款
潘	pʰun55	潘 姓
拚	pʰeŋ22	拼 拼命
判	pʰun33	判 审判
潑	pʰut033	泼 泼水
盤	pʰun21	盘 算盘
伴	pun22	伴 伙伴
拌	pun22	拌 搅拌
叛	pun22	叛 叛徒
瞞	mun21	瞒 隐瞒
饅	man22	馒 馒头
鰻	man22	鳗 鳗鱼
滿	mun24	满 满意，装满
漫	man22	漫 漫画
末	mut022	末 末尾
沫	mut022	沫 泡沫
抹	mut033	抹 抹布
端	tyn55	端 端午
短	tyn35	短 长短
斷	tʰyn24	断 断绝，线断了
鍛	tyn22	锻 锻炼
脫	tʰyt033	脱 摆脱
團	tʰyn21	团 团结
糰	tʰyn21	团 糕团
斷	tʰyn24	断 决断，断案
段	tyn22	段 阶段
緞	tyn22	缎 绸缎
椴	tyn22	椴 椴木
奪	tyt022	夺 夺权
暖	lyn24	暖 暖和
鸞	lyn21	鸾 鸾凤
卵	lyn35	卵 鸡卵（鸡蛋）
亂	lyn33	乱 混乱
捋	lyt033	捋 捋袖
鑽	tsyn33	钻 电钻（名）
鑽	tsyn33	钻 钻洞（动）
竄	tsʰyn33	窜 东窜西窜
撮	tsyt022	撮 一撮胡子
酸	syn55	酸 酸味
算	syn33	算 计算
蒜	syn33	蒜 蒜头
官	kun55	官 当官
棺	kun55	棺 棺材
觀	kun55	观 参观
冠	kun33	冠 冠军
管	kun35	管 管理
館	kun35	馆 图书馆
貫	kun33	贯 贯彻
灌	kun33	灌 灌溉
罐	kun33	罐 罐头
觀	kun55	观 道观
冠	kun55	冠 衣冠
括	kʰut033	括 包括
寬	fun55	宽 宽敞
款	fun35	款 汇款
闊	fut033	阔 开阔
玩	wan35	玩 玩具，游玩
歡	fun55	欢 喜欢
喚	wun22	唤 呼唤
煥	wun22	焕 焕然一新
豁	kʰut033	豁 豁然，豁嘴
完	jyn21	完 完全
丸	jyn35	丸 药丸
緩	wun21	缓 迟缓
皖	jyn35	皖 皖南事变
換	wun22	换 交换
活	wut033	活 生活
豌	wun35	豌 豌豆
碗	wun35	碗 饭碗
腕	wun35	腕 手腕
頑	wan21	顽 顽皮
幻	wan22	幻 幻想
滑	wat022	滑 滑稽
猾	wat022	猾 狡猾
挖	wat033	挖 挖地
篡	san22	篡 篡位
閂	san55	闩 门闩
拴	san55	拴 拴住（捆绑）
刷	tsʰat033	刷 牙刷
關	kwan55	关 关门
慣	kwan33	惯 习惯
刮	kwat033	刮 搜刮
還	wan21	还 还有
還	wan21	还 还原，还钱
環	wan21	环 环境
患	fan22	患 忧患；患病
彎	wan55	弯 弯曲
灣	wan55	湾 海湾
戀	lyn24	恋 恋爱
劣	lyt022	劣 恶劣
全	tsʰyn21	全 全部
泉	tsʰyn21	泉 泉水
絕	tsyt022	绝 绝对
宣	syn55	宣 宣传
選	syn35	选 选举
雪	syt033	雪 下雪
旋	syn21	旋 旋转
轉	tsyn35	转 转送，转学
轉	tsyn33	转 转圆圈
啜	tsyt055	啜 啜奶
傳	tsʰyn21	传 传达
篆	tsʰyn22	篆 篆书
傳	tsyn35	传 自传
專	tsyn55	专 专门
磚	tsyn55	砖 砖头
拙	tsyt033	拙 笨拙
川	tsʰyn55	川 四川
穿	tsʰyn55	穿 穿着
喘	tsʰyn35	喘 哮喘
串	tsʰyn33	串 串通
船	syn21	船 轮船
說	syt033	说 小说
軟	jyn24	软 软硬
捲	kyn35	卷 卷起（动）
眷	kyn33	眷 眷属
卷	kyn35	卷 试卷（名）
絹	kyn55	绢 手绢
圈	hyn55	圈 圆圈
拳	kʰyn21	拳 拳头
權	kʰyn21	权 权力
顴	kʰyn21	颧 颧骨
圈	hyn55	圈 猪圈
倦	kyn22	倦 疲倦
圓	jyn21	圆 圆圈
員	jyn21	员 人员
院	jyn35	院 院子
緣	jyn21	缘 缘分
沿	jyn21	沿 沿路
鉛	jyn21	铅 铅笔
捐	kyn55	捐 捐款
悅	jyt033	悦 愉悦
閱	jyt033	阅 阅读
藩	fan21	藩 曾国藩
反	fan24	反 反对
販	fan22	贩 贩卖
髮	fat033	发 头发
發	fat033	发 发财
翻	fan55	翻 翻转
番	fan55	番 几番
煩	fan21	烦 麻烦
礬	fan21	矾 明矾
繁	fan21	繁 繁华
飯	fan22	饭 吃饭
伐	fat022	伐 讨伐
筏	fɐt022	筏 竹筏
罰	fɐt022	罚 罚款
晚	man24	晚 晚上
挽	wan24	挽 挽留，挽手
萬	man22	万 一万
蔓	man22	蔓 瓜蔓
襪	mɐt022	袜 袜子
勸	hyn33	劝 规劝
券	kyn33	券 国库券，证券
掘	kwɐt022	掘 挖掘
元	jyn21	元 元旦
原	jyn21	原 原来
源	jyn21	源 来源
阮	jyn24	阮 姓
願	jyn22	愿 愿望
月	jyt033	月 月亮
喧	syn55	喧 喧闹
冤	jyn55	冤 冤枉
怨	jyn33	怨 埋怨
袁	jyn21	袁 姓
轅	jyn21	辕 辕门；轩辕
園	jyn21	园 花园
援	wun33	援 援助
遠	jyn24	远 远近
越	jyt033	越 越来越
曰	jyt033	曰 子曰
粵	jyt033	粵 粤菜
决	kʰyt033	决 决定
訣	kʰyt033	诀 口诀
犬	hyn35	犬 狗
缺	kʰyt033	缺 缺钱，缺口
血	hyt033	血 流血
玄	jyn21	玄 玄妙
懸	jyn21	悬 悬崖
縣	jyn35	县 行政单位
眩	jin21	眩 眩目，晕眩
穴	jyt033	穴 穴位
淵	jyn55	渊 深渊
吞	tʰun55	吞 吞口水
跟	kɐŋ55	跟 跟随
根	kɐŋ55	根 树根
懇	hɐŋ35	恳 恳求
墾	hɐŋ24	垦 开垦
啃	hɐŋ35	啃 啃树皮
痕	hɐŋ21	痕 痕迹
很	hɐŋ35	很 很多
恨	hɐŋ33	恨 仇恨
恩	jɐŋ55	恩 恩德
彬	pɐŋ55	彬 文质彬彬
賓	pɐŋ55	宾 贵宾
檳	pɐŋ55	槟 槟榔
殯	pɐŋ33	殡 出殡
鬢	pɐŋ55	鬓 鬂角
筆	pɐt055	笔 毛笔
畢	pɐt055	毕 毕业
必	pek055	必 必须
匹	pʰɐt055	匹 匹配；一匹布
蘋	pʰeŋ21	苹 苹果
頻	pʰeŋ21	频 频繁
貧	pʰɐn21	贫 贫农
弼	pak022	弼 弼马温，任弼时
閩	mɐn24	闽 福建简称
民	mɐn21	民 人民
憫	mɐn24	悯 怜悯
敏	mɐn24	敏 灵敏
抿	mɐn21	抿 小口喝酒
密	mɐt022	密 秘密
蜜	mɐt022	蜜 蜂蜜
鄰	løn21	邻 邻居
鱗	løn21	鳞 鱼鳞
磷	løn21	磷 磷肥
栗	løt022	栗 栗子
津	tsøn55	津 天津
儘	tsøn22	尽 尽早
進	tsøn33	进 前进
晉	tsɐn55	晋 魏晋；山西简称
親	tsʰɐn55	亲 亲戚
親	tsʰɐn55	亲 亲家
七	tsʰɐt055	七 第七
漆	tsʰɐt055	漆 油漆
秦	tsʰøn21	秦 秦国；姓
盡	tsøn22	尽 尽力；尽头
疾	tsɐt022	疾 疾病
薪	sɐn55	薪 薪水
辛	sɐn55	辛 辛苦
新	sɐn55	新 新旧
信	søn33	信 相信
訊	søn33	讯 通讯
悉	sek055	悉 熟悉
膝	tsʰɐt055	膝 膝盖
珍	tsɐn55	珍 珍珠
鎭	tsɐn33	镇 镇压
趁	tsʰɐn33	趁 趁机
陳	tsʰɐn21	陈 陈年
塵	tsʰɐn21	尘 灰尘
陣	tsɐn22	阵 阵雨
侄	tsɐt022	侄 侄子
秩	tit033	秩 秩序
榛	tsøn55	榛 榛子
臻	tsøn55	臻 聂荣臻
襯	tsʰɐn33	衬 衬衫
蝨	sɐt055	虱 虱子
眞	tsɐn55	真 真假
診	tsʰɐn24	诊 急诊
疹	tsʰɐn24	疹 麻疹
振	tsɐn33	振 振动
震	tsɐn33	震 地震
質	tsɐt055	质 质量
神	sɐn21	神 精神
實	sɐt022	实 老实
身	sɐn55	身 身体
申	sɐn55	申 申请
伸	sɐn55	伸 伸手
娠	sɐn21	娠 妊娠
失	sɐt055	失 失去
室	sɐt055	室 室内
辰	sɐn21	辰 时辰
晨	sɐn21	晨 早晨
臣	sɐn21	臣 大臣
腎	sɐn22	肾 肾脏，肾虚
愼	sɐn22	慎 慎重
人	jɐn21	人 人民
仁	jɐn21	仁 仁义
忍	jɐn35	忍 忍住
刃	jɐn24	刃 刀刃
認	jeŋ22	认 认得
韌	ŋɐn24	韧 坚韧
日	jɐt022	日 日期
巾	kɐŋ55	巾 毛巾
緊	kɐŋ35	紧 紧张
吉	kɐt055	吉 吉利
僅	kɐn35	仅 不仅
銀	ŋɐn21	银 银行
釁	jɐn24	衅 挑衅
因	jɐn55	因 原因
姻	jɐn55	姻 婚姻
洇	jɐn33	洇 液体向四周散开或渗透
印	jɐn33	印 手印
一	jɐt055	一 一定
乙	jyt022	乙 天干
寅	jɐn21	寅 地支
引	jɐn35	引 吸引
逸	jɐt022	逸 劳逸结合
斤	kɐŋ55	斤 斤两
筋	kɐŋ55	筋 筋骨
謹	kɐŋ35	谨 谨慎
勁	keŋ33	劲 劲敌
訖	hɐt055	讫 收讫
乞	hɐt055	乞 乞讨
勤	kʰɐŋ21	勤 辛勤
芹	kʰɐŋ21	芹 芹菜
近	kɐŋ22	近 远近
欣	jɐn55	欣 欣欣向荣
殷	jɐn55	殷 殷勤；姓
隱	jɐn35	隐 隐身，隐形
癮	jɐn24	瘾 烟瘾
奔	pɐn55	奔 东奔西走
本	pun35	本 书本
逩	pɐn55	奔 投奔，奔六十岁
不	pɐt055	不 不过，不是
噴	pʰɐn33	喷 喷水
噴	pʰɐn33	喷 喷香；喷嚏
盆	pʰun21	盆 脸盆
笨	pɐn22	笨 笨蛋
勃	pʰut033	勃 勃然大怒
門	mun21	门 关门
悶	mun22	闷 闷热
沒	mut022	没 沉没
敦	tøn55	敦 敦厚
墩	tøn55	墩 桥墩
頓	tøn22	顿 停顿
褪	tʰøi22	褪 褪色；褪戒指
屯	tʰøn21	屯 屯田
豚	tʰøn21	豚 海豚
飩	tʰøn55	饨 馄饨
炖	tøn22	炖 炖蛋，炖鸡
囤	tʰøn21	囤 囤积
盾	tʰøn35	盾 矛盾
鈍	tøn22	钝 迟钝
突	tɐt022	突 突然
凸	tɐt022	凸 凸起
嫩	lyn22	嫩 稚嫩，菜嫩
論	løn22	论 论语
侖	løn21	仑 昆仑
論	løn22	论 讨论，论文
尊	tsʰyn55	尊 尊敬
卒	tsøt055	卒 兵卒
村	tsʰyn55	村 村庄
寸	tsʰyn33	寸 尺寸
猝	tsʰyt055	猝 仓猝
存	tsʰøn21	存 存折
孫	syn55	孙 子孙
損	syn35	损 损坏
遜	søn33	遜 谦逊
昆	kwʰɐn55	昆 昆虫
崑	kwʰɐn55	昆 昆仑
滾	kwɐn35	滚 滚动
棍	kwɐn33	棍 棍棒
骨	kwɐt055	骨 骨头
坤	kwʰɐn55	坤 乾坤
綑	kwʰɐn35	捆 捆住
困	kwʰɐn33	困 困难
睏	fɐn22	睏 睏觉（睡觉），犯睏
窟	fɐt055	窟 窟窿，屎窟
昏	fɐn55	昏 黄昏
婚	fɐn55	婚 结婚
忽	fɐt055	忽 忽然
魂	wɐn21	魂 鬼魂
餛	wɐn21	馄 馄饨
渾	wɐn22	浑 浑浊，水浑
混	wɐn22	混 相混，混淆
核	hɐt022	核 果核
溫	wɐn55	温 温度
瘟	wɐn55	瘟 鸡瘟
穩	wɐn35	稳 稳定
倫	løn21	伦 伦理
淪	løn21	沦 沉沦
輪	løn21	轮 车轮
律	løt022	律 纪律
率	søt055	率 率领
遵	tsyn55	遵 遵守
俊	tsøn33	俊 英俊
詢	søn21	询 询问
筍	søn35	笋 竹笋
榫	søn35	榫 榫头
迅	søn33	迅 迅速
浚	tsøn33	浚 疏浚，浚河
戌	søt055	戌 戊戌变法
恤	søt055	恤 体恤
旬	søn21	旬 上旬
循	tsʰøn21	循 循环
巡	tsʰøn21	巡 巡逻
殉	søn35	殉 殉职
椿	tsʰøn55	椿 椿树，香椿
朮	søt022	朮 白朮
率	løt033	率 效率
蟀	søt055	蟀 蟋蟀
準	tsøn35	准 标准，准则
准	tsøn35	准 准确；准许
圳	tsɐn33	圳 深圳；田中小沟
春	tsʰøn55	春 春秋
蠢	tsʰøn35	蠢 愚蠢
出	tsʰøt055	出 出去
脣	søn21	唇 嘴唇
盾	tʰøn35	盾 矛盾
順	søn33	顺 顺利
術	søt022	术 技术
述	søt022	述 叙述
舜	søn33	舜 尧舜
純	søn21	纯 单纯
醇	søn21	醇 酒醇
潤	jøn22	润 滋润
閏	jøn22	闰 闰月
均	kwɐn55	均 平均
鈞	kwɐn55	钧 千钧一发
橘	kwɐt055	橘 橘子
菌	kwʰɐn35	菌 细菌
勻	wɐn21	匀 均匀
允	wɐn35	允 允许
尹	wɐn24	尹 姓
分	fɐn55	分 分开
吩	fɐn55	吩 吩咐
粉	fɐn35	粉 面粉
糞	fɐn33	粪 猪粪
奮	fɐn33	奋 奋斗
芬	fɐn55	芬 芬芳
紛	fɐn55	纷 纠纷
彿	fɐt055	佛 仿佛
焚	fɐn21	焚 焚烧
墳	fɐn21	坟 坟墓
憤	fɐn24	愤 愤怒
忿	fɐn24	忿 忿忿不平
份	fɐn22	份 一份
佛	fɐt033	佛 佛像
文	mɐn21	文 论文
紋	mɐn21	纹 花纹
蚊	mɐn55	蚊 蚊香
聞	mɐn21	闻 新闻
吻	mɐn24	吻 接吻
刎	mɐn24	刎 自刎
問	mɐn22	问 问问题
物	mɐt022	物 物理
勿	mɐt022	勿 非礼勿视
君	kwɐn55	君 君子
軍	kwɐn55	军 参军
屈	wɐt055	屈 委屈
羣	kwʰɐn21	群 群众
裙	kwʰɐn21	裙 连衣裙，裙子
郡	kwɐn22	郡 郡主
掘	kwɐt022	掘 挖掘，掘墓
倔	wɐt055	倔 倔强
熏	fɐn55	熏 熏陶；熏蚊子
勳	fɐn55	勋 勋章
葷	fɐn55	荤 荤菜
薰	fɐn55	薰 薰衣草
訓	fɐn33	训 教训
云	wɐn21	云 人云亦云
雲	wɐn21	云 白云
耘	wɐn21	耘 耕耘
韻	wɐn35	韵 韵味
運	wɐn33	运 运气
暈	wɐn21	晕 晕车
幫	pɔŋ55	帮 帮忙
榜	pɔŋ35	榜 榜样
謗	pɔŋ22	谤 诽谤
博	pɔk033	博 博士
滂	pʰɔŋ21	滂 滂沱
泊	pʰak022	泊 梁山泊
旁	pʰɔŋ21	旁 旁边
螃	pʰɔŋ21	螃 螃蟹
傍	pʰɔŋ21	傍 傍晚
傍	pɔŋ22	傍 依傍
薄	pɔk022	薄 薄弱
泊	pʰak033	泊 停泊，淡泊
忙	mɔŋ21	忙 农忙
芒	mɔŋ21	芒 芒种
茫	mɔŋ21	茫 茫然
莽	mɔŋ24	莽 鲁莽
蟒	mɔŋ24	蟒 蟒蛇
莫	mɔk022	莫 莫非；姓
膜	mɔk022	膜 薄膜
幕	mɔk022	幕 谢幕
寞	mɔk022	寞 寂寞
摸	mɔ55	摸 偷偷摸摸
當	tɔŋ55	当 当时；应当
黨	tɔŋ35	党 党员
擋	tɔŋ35	挡 阻挡
當	tɔŋ33	当 当铺；当作
檔	tɔŋ35	档 档案
湯	tʰɔŋ55	汤 喝汤；姓
倘	tʰɔŋ24	倘 倘若
躺	tʰɔŋ35	躺 躺下
燙	tʰɔŋ33	烫 烫手
趟	tʰɔŋ33	趟 一趟
託	tʰɔk033	托 推托，寄托
托	tʰɔk033	托 托盘，托下巴
堂	tʰɔŋ21	堂 堂兄
棠	tʰɔŋ21	棠 海棠
螳	tʰɔŋ21	螳 螳螂
唐	tʰɔŋ21	唐 唐朝
糖	tʰɔŋ21	糖 糖果
塘	tʰɔŋ21	塘 池塘
蕩	tɔŋ22	荡 放荡
鐸	tɔk033	铎 木铎，铃铎
踱	tɔk033	踱 踱方步
囊	lɔŋ21	囊 行囊
諾	lɔk033	诺 承诺
郞	lɔŋ21	郎 郎中
廊	lɔŋ21	廊 走廊
狼	lɔŋ21	狼 豺狼
朗	lɔŋ24	朗 明朗
浪	lɔŋ22	浪 浪费
晾	liɔŋ22	晾 晾衣服
落	lɔk022	落 下落
烙	lɔk033	烙 烙印
駱	lɔk033	骆 骆驼
洛	lɔk033	洛 洛阳
絡	lɔk033	络 联络
樂	lɔk022	乐 快乐
贓	tsɔŋ55	赃 赃款
髒	tsɔŋ33	脏 肮脏
葬	tsɔŋ33	葬 埋葬
作	tsɔk033	作 工作
倉	tsʰɔŋ55	仓 仓库
蒼	tsʰɔŋ55	苍 苍白
艙	tsʰɔŋ55	舱 船舱
錯	tsʰɔ33	错 错杂
藏	tsʰɔŋ21	藏 隐藏
藏	tsɔŋ22	藏 西藏
臟	tsɔŋ22	脏 内脏
鑿	tsɔk022	凿 用凿子凿
昨	tsɔk033	昨 昨天
桑	sɔŋ55	桑 桑树
喪	sɔŋ33	丧 婚丧，丧事
嗓	sɔŋ55	嗓 嗓子
喪	sɔŋ33	丧 丧失
索	sɔk033	索 绳索
岡	kɔŋ55	冈 井冈山
崗	kɔŋ55	岗 站岗
剛	kɔŋ55	刚 刚好
綱	kɔŋ55	纲 大纲
鋼	kɔŋ33	钢 钢铁，炼钢
缸	kɔŋ55	缸 水缸
杠	kɔŋ33	杠 抬物用具，高低杠
各	kɔk033	各 各位
閣	kak033	阁 阁下；阁楼
擱	kɔk033	搁 耽搁
康	hɔŋ55	康 健康
糠	hɔŋ55	糠 谷糠，米糠
慷	hɔŋ55	慷 慷慨
抗	kʰɔŋ33	抗 反抗
昂	ŋɔŋ24	昂 昂首，高昂
腭	ŋɔk033	腭 上腭
鱷	ŋɔk033	鳄 鳄鱼
鄂	ŋɔk033	鄂 湖北简称
行	hɔŋ21	行 银行
杭	hɔŋ21	杭 杭州
航	hɔŋ21	航 航行
鶴	hɔk033	鹤 仙鹤
惡	ɔk022	恶 善恶，恶霸
娘	liɔŋ21	娘 爹娘
釀	jiɔŋ22	酿 酿酒
良	liɔŋ21	良 良好
凉	liɔŋ21	凉 凉快
量	liɔŋ22	量 量尺寸
糧	liɔŋ22	粮 粮食
梁	liɔŋ21	梁 梁山；姓
粱	liɔŋ21	粱 高粱
兩	liɔŋ24	两 两个
兩	liɔŋ35	两 斤两
亮	liɔŋ22	亮 天亮
諒	liɔŋ22	谅 原谅
輛	liɔŋ35	辆 车辆
量	liɔŋ22	量 数量
略	liɔk033	略 战略
掠	liɔk033	掠 掠夺
將	tsiɔŋ55	将 将来；将军
漿	tsiɔŋ55	浆 浆糊
蔣	tsiɔŋ35	蒋 蒋介石
槳	tsiɔŋ35	桨 木桨
獎	tsiɔŋ35	奖 奖品
將	tsiɔŋ33	将 大将，将士
醬	tsiɔŋ33	酱 酱油，辣椒酱
爵	tsiɔk033	爵 爵位
雀	tsiɔk033	雀 麻雀
槍	tsʰiɔŋ55	枪 手枪
搶	tsʰiɔŋ35	抢 抢东西
鵲	siɛk033	鹊 喜鹊
牆	tsʰiɔŋ21	墙 墙壁
匠	tsiɔŋ22	匠 木匠
嚼	tsiɔk033	嚼 嚼碎，咀嚼
相	siɔŋ55	相 互相
箱	siɔŋ55	箱 箱子
廂	siɔŋ55	厢 车厢
湘	siɔŋ55	湘 湖南简称
襄	siɔŋ55	襄 襄阳
鑲	siɔŋ55	镶 镶牙
想	siɔŋ35	想 想念
相	siɔŋ33	相 相貌，看相
削	siɔk033	削 剥削
詳	siɔŋ21	详 详细
