#漢字	音標	解釋
多	to55	多 多少
緊	kɐn35	紧 紧张
吉	kɐʔ055	吉 吉利
僅	kɐn35	仅 不仅
銀	ŋɐn21	银 银行
釁	iɐn33	衅 挑衅
因	iɐn55	因 原因
姻	iɐn55	姻 婚姻
印	iɐn33	印 手印
一	iɐt055	一 一定
乙	it033	乙 天干
寅	iɐn21	寅 地支
引	ȵiɐn13	引 吸引
逸	ȵiɐʔ022	逸 安逸，劳逸结合
斤	kɐn55	斤 斤两
筋	kɐn55	筋 筋骨
謹	kɐn35	谨 谨慎
乞	hɐʔ055	乞 乞讨，乞儿
勤	kʰɐn21	勤 辛勤
芹	kʰɐn21	芹 芹菜
近	kʰɐn13	近 远近
欣	iɐn55	欣 欣欣向荣
殷	iɐn55	殷 殷勤；姓
隱	ȵiɐn35	隐 隐身，隐形
奔	pɐn55	奔 东奔西走
本	pun35	本 书本
不	pɐʔ055	不 不过，不是
噴	pʰɐn33	喷 喷水
盆	pʰun21	盆 脸盆
笨	pɐn21	笨 笨蛋
門	mun21	门 关门
悶	mun21	闷 闷热
沒	mut022	没 沉没
墩	tun55	墩 桥墩
頓	tɐn21	顿 停顿
豚	tʰun21	豚 海豚
飩	tʰɐn55	饨 馄饨
盾	tɐn21	盾 矛盾
鈍	tɐn21	钝 迟钝
突	tɐʔ022	突 突然
凸	tɐʔ022	凸 凸起
嫩	nun21	嫩 稚嫩，菜嫩
侖	lɐn21	仑 昆仑
論	lɐn21	论 讨论，论文
尊	tsun55	尊 尊敬
卒	tsɐʔ055	卒 兵卒
村	tsʰun55	村 村庄
寸	tsʰun33	寸 尺寸
存	tsʰun21	存 存折
孫	ɬun55	孙 子孙
損	ɬin35	损 损坏
昆	kwʰɐn55	昆 昆虫
滾	kwɐn35	滚 滚动
棍	kwɐn33	棍 棍棒
骨	kwɐʔ055	骨 骨头
坤	kwʰɐn55	坤 乾坤
困	kwʰɐn33	困 困难
睏	kwʰɐn33	睏 睏觉（睡觉），犯睏
窟	kwʰɐʔ055	窟 窟窿，屎窟
昏	fɐn55	昏 黄昏
婚	fɐn55	婚 结婚
忽	fɐʔ055	忽 忽然
魂	wɐn21	魂 鬼魂
餛	wɐn21	馄 馄饨
混	kwɐn35	混 相混，混在一起
核	ʋɐʔ022	核 果核
溫	wɐn55	温 温度
瘟	wɐn55	瘟 鸡瘟
穩	wɐn35	稳 稳定
倫	lɐn21	伦 伦理
輪	lɐn21	轮 车轮
律	lɐʔ022	律 纪律
率	lɐʔ022	率 效率
遵	tsun55	遵 遵守
俊	tsɐn33	俊 英俊
詢	ɬɐn21	询 问询、咨询
筍	ɬɐn35	笋 竹笋
榫	ɬɐn35	榫 榫头
迅	ɬɐn33	迅 迅速
戌	ɬɐʔ055	戌 戊戌变法，申酉戌亥
旬	ɬɐn21	旬 上旬
循	ɬɐn21	循 循环
巡	tsʰɐn21	巡 巡逻
椿	tsʰɐn55	椿 椿树，香椿
朮	sɐʔ022	朮 白朮
蟀	ɬɐʔ055	蟀 蟋蟀
准	tsɐn35	准 标准；准确；准许
圳	tsɐn33	圳 深圳；田中小沟
春	tsʰɐn55	春 春秋
蠢	tsʰɐn35	蠢 愚蠢
出	tsʰɐʔ055	出 出去
脣	sɐn21	唇 嘴唇
順	sɐn21	顺 顺利
術	sɐʔ022	术 技术
述	sɐʔ022	述 叙述
純	ɬɐn21	纯 单纯
潤	ȵiɐn21	润 滋润
閏	ȵiɐn21	闰 闰月
均	kwʰɐn55	均 平均
橘	kɐʔ055	橘 橘子，橘红
菌	kwʰɐn35	菌 细菌
勻	ȵiɐn21	匀 均匀
允	wɐn13	允 允许
分	fɐn55	分 分开
粉	fɐn35	粉 面粉
糞	fɐn33	粪 猪粪
奮	fɐn13	奋 奋斗
芬	fɐn55	芬 芬芳
紛	fɐn55	纷 纠纷
焚	fɐn21	焚 焚烧
墳	fɐn21	坟 坟墓
憤	fɐn13	愤 愤怒
份	fɐn21	份 一份
佛	fɐʔ022	佛 佛像，阿弥陀佛
文	mɐn21	文 论文
蚊	mɐn55	蚊 蚊香
聞	mɐn21	闻 新闻
問	mɐn21	问 问问题
物	mɐʔ022	物 物理
君	kwɐn55	君 君子
軍	kwɐn55	军 参军
屈	kwʰɐʔ055	屈 委屈
羣	kwʰɐn21	群 群众
裙	kwʰɐn21	裙 连衣裙，裙子
掘	kwɐʔ022	掘 挖掘，掘墓
倔	kwʰɐʔ055	倔 倔强，脾气倔
勳	fɐn55	勋 勋章
葷	wɐn21	荤 荤菜（与素菜相对）
訓	fɐn13	训 教训
云	wɐn21	云 白云，人云亦云
運	wɐn21	运 运气
暈	wɐn21	晕 晕车
幫	pɔŋ55	帮 帮忙
榜	pɔŋ35	榜 榜样
博	pɔʔ022	博 博士
泊	pɔʔ022	泊 梁山泊
旁	pʰɔŋ21	旁 旁边
傍	pʰɔŋ21	傍 傍晚；依傍
薄	pɔʔ022	薄 薄荷；单薄
泊	pʰaʔ033	泊 停泊，淡泊
忙	mɔŋ21	忙 农忙
芒	mɔŋ21	芒 芒种
莽	mɔŋ13	莽 鲁莽
蟒	mɔŋ13	蟒 蟒蛇
莫	mɔʔ022	莫 莫非；姓
幕	mɔʔ033	幕 谢幕
摸	mo55	摸 偷偷摸摸，摸一下
當	tɔŋ55	当 当时；应当
黨	tɔŋ35	党 党员
擋	tɔŋ35	挡 阻挡
當	tɔŋ33	当 当铺；当作
檔	tɔŋ35	档 档案
湯	tʰɔŋ55	汤 喝汤；姓
倘	tʰɔŋ35	倘 倘若
燙	tʰɔŋ55	烫 烫手
趟	tʰɔŋ33	趟 一趟
托	tʰɔʔ033	托 托盘，托下巴；寄托
堂	tʰɔŋ21	堂 堂兄
唐	tʰɔŋ21	唐 唐朝
蕩	tɔŋ21	荡 放荡
諾	lɔʔ033	诺 承诺
廊	lɔŋ21	廊 走廊
狼	lɔŋ21	狼 豺狼
朗	lɔŋ13	朗 明朗
浪	lɔŋ21	浪 浪费
晾	lɔŋ21	晾 晾衣服
落	lɔʔ022	落 下落
樂	lɔʔ022	乐 快乐
贓	tsɔŋ55	赃 赃款
葬	tsɔŋ33	葬 埋葬
作	tsɔʔ033	作 工作
倉	tsʰɔŋ55	仓 仓库
艙	tsʰɔŋ55	舱 船舱
藏	tsʰɔŋ21	藏 隐藏
藏	tsʰɔŋ21	藏 西藏
臟	tsɔŋ21	脏 内脏
鑿	tsɔʔ022	凿 用凿子凿
桑	ɬɔŋ55	桑 桑树
喪	ɬɔŋ55	丧 婚丧，丧事
嗓	ɬɔŋ55	嗓 嗓子
喪	ɬɔŋ33	丧 丧失
索	ɬɔʔ033	索 绳索
崗	kɔŋ55	岗 山岗；站岗
鋼	kɔŋ33	钢 钢铁，炼钢
缸	kɔŋ55	缸 水缸
杠	kɔŋ33	杠 抬物用具，高低杠
各	kɔʔ033	各 各位
擱	kɔʔ033	搁 耽搁
康	hɔŋ55	康 健康
糠	hɔŋ55	糠 谷糠，米糠
抗	kʰɔŋ33	抗 反抗
昂	ŋɔŋ13	昂 昂首，高昂
鱷	ŋɔʔ022	鳄 鳄鱼
行	hɔŋ21	行 银行
航	hɔŋ21	航 航线，航船
鶴	hɔʔ022	鹤 仙鹤
惡	ɔʔ033	恶 善恶，恶霸
娘	ȵiɛŋ21	娘 爹娘
良	liɛŋ21	良 良好
凉	liɛŋ21	凉 凉快
量	liɛŋ21	量 量尺寸
梁	liɛŋ21	梁 梁山；姓
兩	liɛŋ13	两 两个
兩	liɛŋ35	两 斤两
亮	liɛŋ21	亮 天亮
輛	liɛŋ35	辆 车辆
量	liɛŋ21	量 数量
略	liɛʔ022	略 战略
將	tsiɛŋ55	将 将来；将军
漿	tsiɛŋ55	浆 浆糊
蔣	tsiɛŋ35	蒋 蒋介石
獎	tsiɛŋ35	奖 奖品，奖励
將	tsiɛŋ33	将 大将，将士
醬	tsiɛŋ33	酱 酱油，辣椒酱
雀	tsiɛʔ033	雀 麻雀
槍	tsʰiɛŋ55	枪 手枪
搶	tsʰiɛŋ35	抢 抢东西
鵲	tsiɛʔ033	鹊 喜鹊
牆	tsʰiɛŋ21	墙 墙壁
匠	tsiɛŋ21	匠 木匠
相	ɬiɛŋ55	相 互相
廂	ɬiɛŋ55	厢 车厢
鑲	ɬiɛŋ55	镶 镶牙
想	ɬiɛŋ35	想 想念
相	ɬiɛŋ33	相 相貌，看相
削	ɬiɛʔ033	削 剥削
詳	tsʰiɛŋ21	详 详细
象	tsiɛŋ21	象 大象
像	tsiɛŋ21	像 像章，相像
橡	tsiɛŋ21	橡 橡胶；橡树
張	tsiɛŋ55	张 一张纸；姓
長	tsiɛŋ35	长 生长
漲	tsiɛŋ33	涨 涨价
賬	tsiɛŋ33	账 算账，账簿
脹	tsiɛŋ33	胀 肿胀
着	tsiɛʔ033	着 着衣，着装
暢	tsʰiɛŋ33	畅 畅快
長	tsʰiɛŋ21	长 长短
場	tsʰiɛŋ21	场 场地
丈	tsiɛŋ21	丈 一丈；老丈人
仗	tsiɛŋ33	仗 打仗
杖	tsiɛŋ21	杖 拐杖
着	tsiɛʔ022	着 睡着；着火
莊	tsɔŋ55	庄 村庄
裝	tsɔŋ55	装 假装
壯	tsɔŋ33	壮 壮大，强壮
瘡	tsʰɔŋ55	疮 痔疮
闖	tsʰɔŋ35	闯 闯祸
創	tsʰɔŋ33	创 创造
牀	tsʰɔŋ21	床 机床
狀	tsɔŋ21	状 状元
霜	ɬɔŋ55	霜 落霜，霜降
爽	sɔŋ35	爽 爽快
章	tsiɛŋ55	章 文章
樟	tsiɛŋ55	樟 樟树
掌	tsiɛŋ35	掌 巴掌
障	tsiɛŋ33	障 保障
瘴	tsiɛŋ33	瘴 瘴气
酌	tsiɛʔ033	酌 酌情
昌	tsʰiɛŋ55	昌 昌盛
娼	tsʰiɛŋ55	娼 娼妓
厰	tsʰɔŋ35	厂 厂长
唱	tsʰiɛŋ33	唱 唱歌
倡	tsʰiɛŋ55	倡 提倡
焯	tsʰɔŋ33	焯 把菜放在开水里焯一焯
商	siɛŋ55	商 商业
傷	siɛŋ55	伤 伤害
賞	siɛŋ35	赏 欣赏
餉	hiɛŋ35	饷 军饷
常	siɛŋ21	常 经常
償	siɛŋ21	偿 赔偿
上	siɛŋ13	上 上山（动）
尙	siɛŋ21	尚 和尚
上	siɛŋ21	上 上面，山上（名）
芍	tsiɛʔ033	芍 芍药花；白芍
瓤	nɔŋ55	瓤 瓜瓤
壤	ȵiɛŋ13	壤 土壤
讓	ȵiɛŋ21	让 让座
若	iɛʔ022	若 若无其事
弱	iɛʔ022	弱 弱点
疆	kiɛŋ55	疆 新疆
薑	kiɛŋ55	姜 生姜
脚	kiɛʔ033	脚 赤脚
卻	kʰiɛʔ033	却 退却
强	kʰiɛŋ21	强 强大
强	kʰiɛŋ13	强 勉强
仰	ŋɔŋ13	仰 仰视，仰头
虐	iɛʔ033	虐 虐待
香	hiɛŋ55	香 香气
鄕	hiɛŋ55	乡 乡下
享	hiɛŋ35	享 分享
響	hiɛŋ35	响 音响
向	hiɛŋ33	向 向前
央	iɛŋ55	央 中央
秧	iɛŋ55	秧 插秧
約	iɛʔ033	约 约定
羊	iɛŋ21	羊 绵羊
陽	iɛŋ21	阳 太阳
瘍	iɛŋ21	疡 溃疡
養	iɛŋ13	养 养猪
癢	iɛŋ13	痒 皮肤痒
樣	iɛŋ21	样 样子
藥	iɛʔ022	药 吃药
躍	iɛʔ033	跃 跳跃
光	kɔŋ55	光 阳光
廣	kɔŋ35	广 广东
郭	kɔʔ033	郭 姓
曠	kʰɔŋ33	旷 旷工
擴	kʰɔŋ33	扩 扩充
荒	fɔŋ55	荒 荒地
慌	fɔŋ55	慌 心慌
謊	fɔŋ55	谎 说谎
霍	kʰɔʔ033	霍 霍乱
藿	kʰɔʔ033	藿 藿香
黃	wɔŋ21	黄 黄色
簧	wɔŋ21	簧 弹簧
皇	wɔŋ21	皇 皇帝
鑊	wɔʔ022	镬 锅（炒菜用）
汪	wɔŋ55	汪 汪洋
方	fɔŋ55	方 地方
肪	fɔŋ35	肪 脂肪
坊	fɔŋ55	坊 作坊
倣	fɔŋ35	仿 仿效
放	fɔŋ33	放 放手
芳	fɔŋ55	芳 芳香
妨	fɔŋ21	妨 妨害，不妨
紡	fɔŋ35	纺 纺织
仿	fɔŋ35	仿 相仿，仿照
訪	fɔŋ35	访 访问
房	fɔŋ21	房 房间
防	fɔŋ21	防 防止
縛	fɔʔ022	缚 缚鞋带，缚鸡
亡	mɔŋ21	亡 死亡
芒	mɔŋ55	芒 麦芒，锋芒毕露
網	mɔŋ13	网 鱼网
忘	mɔŋ21	忘 忘记
望	mɔŋ21	望 希望
筐	hɔŋ55	筐 箩筐
框	kwʰɐn55	框 门框
狂	kʰɔŋ21	狂 发狂
况	kʰɔŋ33	况 情况
枉	wɔŋ35	枉 冤枉
王	wɔŋ21	王 姓；大王
往	wɔŋ13	往 来往
旺	wɔŋ21	旺 兴旺
邦	pɔŋ55	邦 城邦；刘邦
綁	pɔŋ35	绑 松绑
剝	mɔʔ033	剥 剥削；剥皮
駁	pɔʔ033	驳 反驳
樸	pʰɔʔ033	朴 朴素
龐	pʰɔŋ21	庞 庞大
棒	pʰaŋ13	棒 木棒
蚌	pʰɔŋ13	蚌 蚌壳
雹	pʰau33	雹 冰雹
樁	tsɔŋ55	桩 打桩
桌	tsʰiɛʔ033	桌 书桌
卓	tsʰiɛʔ033	卓 卓越
啄	tsɔʔ022	啄 啄木鸟
戳	tʊk055	戳 戳破，戳穿
撞	tsɔŋ21	撞 碰撞
捉	tsɔʔ033	捉 捕捉
窗	tsʰɔŋ55	窗 窗户
雙	sɔŋ55	双 一双
江	kɔŋ55	江 长江
扛	kɔŋ55	扛 肩扛
肛	kʊŋ55	肛 肛门
講	kɔŋ35	讲 讲话
港	kɔŋ35	港 港口
降	kɔŋ33	降 下降
覺	kʰɔʔ033	觉 知觉
角	kɔʔ033	角 角色
腔	hɔŋ55	腔 口腔
確	kʰɔʔ033	确 的确
殼	hɔʔ033	壳 蛋壳
岳	ŋɔʔ022	岳 姓，岳飞
樂	ŋɔʔ022	乐 音乐
降	hɔŋ21	降 投降
項	hɔŋ21	项 项链
巷	hɔŋ21	巷 小巷，街巷
學	hɔʔ022	学 学习
握	ɐʔ055	握 握手
崩	pɐn55	崩 山崩
北	pɐʔ055	北 北方
朋	pʰɐn21	朋 朋友
墨	mɐʔ022	墨 笔墨
默	mɐʔ022	默 默写
登	tɐn55	登 登山
燈	tɐn55	灯 灯光
等	tɐn35	等 高等
凳	tɐn33	凳 凳子
得	tɐʔ055	得 得到
德	tɐʔ055	德 道德
騰	tʰɐn21	腾 奔腾
藤	tʰɐn21	藤 藤椅
鄧	tɐn21	邓 姓
特	tɐʔ022	特 特别
能	nɐn21	能 才能
棱	leŋ21	棱 棱角
肋	lɐʔ022	肋 肋骨
勒	lɐʔ022	勒 勒索
曾	tsɐn55	曾 姓
增	tsɐn55	增 增加
則	tsɐʔ055	则 否则
曾	tsʰɐn21	曾 曾经
層	tsʰɐn21	层 层次
贈	tsɐn21	赠 赠送
賊	tsʰaʔ022	贼 做贼
僧	tsɐn55	僧 唐僧
塞	ɬɐʔ055	塞 阻塞
肯	hɐn35	肯 肯定
刻	haʔ055	刻 刀刻；时刻
克	haʔ055	克 克服
黑	haʔ055	黑 黑白
恆	hɐn21	恒 永恒
冰	peŋ55	冰 结冰
逼	pek055	逼 被逼
憑	pʰɐn21	凭 文凭
陵	leŋ21	陵 陵园
菱	leŋ21	菱 菱角
力	lek022	力 力量
即	tsek055	即 立即
鯽	tsɐʔ055	鲫 鲫鱼
息	ɬek055	息 休息
熄	ɬek055	熄 熄灭
徵	tseŋ55	征 征求
澄	kʰeŋ21	澄 水浑，澄一澄
懲	tsʰeŋ21	惩 惩罚
直	tsek022	直 直接
値	tsek022	值 价值
側	tsɐʔ055	侧 侧面
測	tsʰɐʔ055	测 测量
色	sek055	色 色彩
蒸	tseŋ55	蒸 蒸发
拯	tsʰeŋ35	拯 拯救
證	tseŋ33	证 证明
症	tseŋ33	症 病症
織	tsek055	织 织布
職	tsek055	职 职务
稱	tsʰeŋ55	称 称呼；称重量
稱	tsʰeŋ33	称 相称，称心
秤	tsʰeŋ33	秤 一杆秤
乘	seŋ21	乘 乘法
繩	seŋ21	绳 麻绳
剩	seŋ21	剩 剩余
食	sek022	食 食物
蝕	sek022	蚀 月蚀，腐蚀
升	seŋ55	升 升级
勝	seŋ33	胜  胜任；胜败
識	sek055	识 认识
式	sek055	式 式样
飾	sek055	饰 装饰
承	seŋ21	承 继承
殖	tsek022	殖 繁殖
植	tsek022	植 植物
仍	ŋeŋ21	仍 仍然
棘	kʰek055	棘 棘手
極	kek022	极 南极
興	heŋ55	兴 兴旺
興	heŋ33	兴 高兴
應	ieŋ55	应 应该
鷹	ieŋ55	鹰 老鹰
應	ieŋ33	应 响应，反应
憶	iek055	忆 回忆
億	iek055	亿 亿万
蠅	ieŋ21	蝇 苍蝇
孕	ȵiɐn21	孕 怀孕
翼	iek022	翼 机翼
國	kɔʔ033	国 中国
弘	wɐn21	弘 弘扬
或	waʔ033	或 或者
域	wek022	域 地域
百	paʔ033	百 百姓
柏	pʰaʔ033	柏 柏树
伯	paʔ033	伯 伯父
迫	pek055	迫 迫害
烹	pʰaŋ55	烹 烹调
碰	pʰʊŋ33	碰 碰到
拍	pʰaʔ033	拍 拍球
魄	pʰaʔ033	魄 魂魄
彭	pʰaŋ21	彭 姓
白	paʔ022	白 白色；白吃白喝
盲	maŋ21	盲 盲人，文盲
虻	mɔŋ55	虻 牛虻
猛	mɐn13	猛 凶猛
孟	mɐn13	孟 孟子
打	ta35	打 打针
冷	laŋ13	冷 天冷
撑	tsʰaŋ33	撑 支撑
拆	tsʰaʔ033	拆 拆开
澤	tsaʔ022	泽 毛泽东
宅	tsaʔ022	宅 住宅
窄	tsaʔ033	窄 狭窄
生	saŋ55	生 生活；生小孩
牲	saŋ55	牲 牺牲；畜牲
甥	saŋ55	甥 外甥
省	saŋ35	省 省长；节省
更	kaŋ55	更 三更
羹	kaŋ55	羹 调羹
哽	kʰɐn35	哽 骨哽在喉
梗	kwʰaŋ35	梗 菜梗
更	kɐn33	更 更加
格	kaʔ033	格 格子
坑	haŋ55	坑 屎坑，水坑
客	haʔ033	客 客人
硬	ŋaŋ21	硬 软硬
額	ŋaʔ022	额 名额
嚇	haʔ033	吓 吓一跳
行	haŋ21	行 行走；行为
衡	hɐn21	衡 平衡
杏	hɐn21	杏 杏仁
行	haŋ21	行 品行
繃	pʰaŋ21	绷 绷带
逬	pʰeŋ33	迸 迸裂
擘	maʔ055	擘 用手擘开
棚	pʰaŋ21	棚 瓜棚
麥	mɐʔ022	麦 大麦
脈	mɐʔ022	脉 把脉
摘	tsaʔ033	摘 摘花
橙	tsʰaŋ21	橙 橙子，脐橙
爭	tsaŋ55	争 争吵；战争
箏	tsaŋ55	筝 风筝
踭	tsaŋ55	踭 脚后跟
責	tsaʔ033	责 责任
策	tsʰaʔ033	策 策略
冊	tsʰaʔ033	册 书册
耕	kaŋ55	耕 耕田
耿	kɐn35	耿 耿耿于怀
革	kaʔ033	革 革命；皮革
隔	kaʔ033	隔 隔开，隔壁
幸	hɐn21	幸 幸福
核	hɐʔ022	核 核对，审核
鶯	ɐn55	莺 黄莺
鸚	ieŋ55	鹦 鹦鹉
櫻	ieŋ55	樱 樱桃
軛	aʔ033	轭 牛轭（牛耕田时套的工具）
兵	peŋ55	兵 当兵
丙	peŋ35	丙 甲乙丙丁
秉	peŋ35	秉 秉公办事
柄	piɛŋ33	柄 把柄
碧	pek55	碧 碧玉
平	pʰeŋ21	平 平时（文）
評	pʰeŋ21	评 批评
病	piɛŋ21	病 生病
鳴	meŋ21	鸣 鸣叫
明	meŋ21	明 明年
命	meŋ21	命 命令（文）
京	keŋ55	京 北京
驚	kiɛŋ55	惊 吃惊，好惊（白）
境	keŋ35	境 境界
景	keŋ35	景 景色
敬	keŋ33	敬 敬爱
鏡	kiɛŋ33	镜 镜子，圆镜
慶	heŋ33	庆 庆祝
鯨	keŋ55	鲸 鲸鱼
競	keŋ21	竞 竞争
劇	kiɛʔ022	剧 剧烈；戏剧
屐	kiɛʔ022	屐 木屐
迎	ŋeŋ21	迎 欢迎
逆	ŋaʔ022	逆 逆风
英	ieŋ55	英 英雄
影	ieŋ35	影 电影
映	ieŋ35	映 反映
餠	piɛŋ35	饼 饼干
倂	peŋ33	并 合并
璧	piɛʔ033	璧 玉璧
聘	pʰeŋ33	聘 聘请
僻	pʰek055	僻 偏僻
辟	pʰek055	辟 开辟
名	meŋ21	名 名人（文）
領	liɛŋ13	领 衣领（白）
嶺	liɛŋ13	岭 岭头；岭南
令	leŋ21	令 令人
精	tseŋ55	精 很精；精神
晶	tseŋ55	晶 水晶
睛	tseŋ55	睛 眼睛
井	tsiɛŋ35	井 一口井（白）
積	tsek055	积 积极
跡	tsek055	迹 笔迹，痕迹
脊	tsiɛʔ033	脊 背脊
淸	tsʰeŋ55	清 水很清；清洁
請	tsʰeŋ35	请 请人，邀请
情	tsʰeŋ21	情 情节
晴	tsʰeŋ21	晴 天晴
靜	tseŋ21	静 安静
淨	tsiɛŋ21	净 净重；干净
籍	tsek022	籍 籍贯
性	ɬeŋ33	性 性别
姓	ɬeŋ33	姓 姓名
惜	ɬek055	惜 可惜
昔	ɬek055	昔 今昔
席	tsek022	席 酒席；主席
蓆	tsiɛʔ022	席 草席
貞	tseŋ55	贞 贞节
偵	tseŋ55	侦 侦察
程	tsʰeŋ21	程 程度；姓
鄭	tseŋ21	郑 姓；郑重
擲	tsaʔ022	掷 掷骰子
正	tseŋ55	正 正月
征	tseŋ55	征 长征；征兵
整	tseŋ35	整 整体
正	tseŋ33	正 正直，方正
政	tseŋ33	政 政治
隻	tsiɛʔ033	只 一只
赤	tsʰiɛʔ033	赤 赤脚
斥	tsʰek055	斥 排斥
尺	tsʰiɛʔ033	尺 尺寸，一把尺
聲	seŋ55	声 声音
聖	seŋ33	圣 神圣
適	sek055	适 合适
釋	ɬek055	释 解释
成	seŋ21	成 完成
城	seŋ21	城 县城
誠	seŋ21	诚 诚心
石	siɛʔ022	石 石头
頸	kiɛŋ35	颈 头颈
勁	keŋ33	劲 有劲，劲敌
輕	heŋ55	轻 轻重
嬰	ieŋ55	婴 婴儿
纓	ieŋ55	缨 红缨枪
益	iek055	益 利益
盈	ieŋ21	盈 盈利
贏	iɛŋ21	赢 输赢
亦	iek022	亦 亦可
易	iek022	易 交易
液	iek022	液 液体
壁	piɛʔ033	壁 墙壁
拼	pʰeŋ33	拼 拼音，拼图
劈	pʰiɛʔ033	劈 雷劈，刀劈
甁	pʰeŋ21	瓶 瓶子
屛	pʰeŋ21	屏 屏风
萍	pʰeŋ21	萍 萍水相逢；萍乡
並	peŋ33	并 并且
銘	meŋ21	铭 铭刻
冥	meŋ21	冥 冥王，冥钞
丁	teŋ55	丁 甲乙丙丁；姓
釘	teŋ55	钉 铁钉（名，文）
叮	teŋ55	叮 蚊子咬
頂	teŋ35	顶 顶好；山顶
鼎	teŋ35	鼎 鼎盛
訂	teŋ33	订 订合同，预订
的	tek055	的 目的
滴	tek055	滴 滴水
聽	tʰiɛŋ55	听 听见；听任
廳	tʰiɛŋ55	厅 客厅
踢	tʰiɛʔ033	踢 踢球
剔	tʰek055	剔 挑剔，剔牙
亭	tʰeŋ21	亭 凉亭
停	tʰeŋ21	停 停下
庭	tʰeŋ21	庭 家庭
艇	tʰiɛŋ13	艇 潜艇
挺	tʰeŋ13	挺 挺胸
定	teŋ21	定 坚定
笛	tiɛʔ022	笛 笛子
敵	tek022	敌 敌人
糴	tiɛʔ022	籴 籴米（买米）
寧	neŋ21	宁 安宁；宁可
靈	leŋ21	灵 灵活（文）
零	leŋ21	零 零碎；零分；十零个
鈴	leŋ21	铃 风铃
拎	neŋ55	拎 提
另	leŋ21	另 另外
歷	lek022	历 经历，历史
曆	lek022	历 日历，历书
績	tsek055	绩 成绩
靑	tsʰeŋ55	青 青年（文）
戚	tsʰek055	戚 亲戚
寂	tsek022	寂 寂寞
星	ɬeŋ55	星 星星
腥	ɬeŋ55	腥 腥臭（文）
醒	ɬeŋ35	醒 醒来，清醒（文）
錫	ɬek055	锡 无锡（文）
析	ɬek055	析 分析
經	keŋ55	经 经济；经纬
徑	keŋ33	径 半径
擊	kek055	击 击败
激	kek055	激 激动
喫	hɐʔ055	吃 吃亏
馨	heŋ55	馨 温馨
形	ieŋ21	形 形状
型	ieŋ21	型 型号
刑	ieŋ21	刑 刑法
礦	kʰɔŋ33	矿 煤矿
橫	waŋ21	横 横直；蛮横
轟	wɐn55	轰 轰炸
宏	hʊŋ21	宏 宏大
獲	wak022	获 获得
劃	wak022	划 计划
兄	heŋ55	兄 兄弟
榮	iʊŋ21	荣 光荣
永	weŋ13	永 永远
泳	weŋ13	泳 游泳
傾	kʰeŋ55	倾 倾向
頃	kʰeŋ35	顷 千顷良田；顷刻
瓊	kʰeŋ21	琼 琼楼；琼州
營	ieŋ21	营 营养
穎	weŋ21	颖 新颖
疫	wek022	疫 疫苗
役	wek022	役 战役
螢	ieŋ21	萤 萤火虫
卜	pʊk55	卜 占卜
撲	pʰɔʔ033	扑 扑灭
篷	pʰʊŋ21	篷 帐篷
蓬	pʰʊŋ21	蓬 蓬勃；蓬蒿；蓬莱
曝	pou21	曝 曝光
蒙	mʊŋ21	蒙 蒙古
懵	mʊŋ35	懵 懵懂
木	mʊk022	木 木头
東	tʊŋ55	东 东方
董	tʊŋ35	董 姓
懂	tʊŋ35	懂 懂了；懵懂
凍	tʊŋ33	冻 冻死
棟	tʊŋ35	栋 栋梁
通	tʰʊŋ55	通 通过
桶	tʰʊŋ35	桶 木桶
痛	tʰʊŋ33	痛 痛苦
禿	tʰʊk055	秃 秃顶
同	tʰʊŋ21	同 同学
銅	tʰʊŋ21	铜 铜器
童	tʰʊŋ21	童 儿童
動	tʊŋ21	动 动作
洞	tʊŋ21	洞 山洞
獨	tʊk022	独 独立
讀	tʊk022	读 读书
籠	lʊŋ21	笼 鸟笼
嚨	lʊŋ21	咙 喉咙
攏	lʊŋ35	拢 靠拢
弄	lʊŋ35	弄 弄错
鹿	lʊk022	鹿 鹿茸
祿	lʊk022	禄 福禄寿
棕	tsʊŋ55	棕 棕色
鬃	tsʊŋ55	鬃 马鬃，猪鬃
總	tsʊŋ35	总 总计
糉	tsʊŋ33	粽 粽子
聰	tsʰʊŋ55	聪 聪明
匆	tsʰʊŋ55	匆 匆忙
葱	tsʰʊŋ55	葱 香葱
叢	tsʰʊŋ21	丛 树丛
族	tsʊk022	族 民族
送	ɬʊŋ33	送 送客
速	tsʰʊk055	速 速度
公	kʊŋ55	公 公文
工	kʊŋ55	工 工人
功	kʊŋ55	功 功课
貢	kʊŋ33	贡 贡献
穀	kʊk055	谷 稻谷
谷	kʊk055	谷 山谷
空	hʊŋ55	空 空虚；空缺
孔	kʰʊŋ35	孔 孔子
控	hʊŋ33	控 控制
哭	hʊk055	哭 痛哭
烘	hɔŋ33	烘 烘干
哄	hʊŋ35	哄 哄骗
紅	hʊŋ21	红 红色
洪	hʊŋ21	洪 洪水
虹	hʊŋ21	虹 天上的虹
汞	kʊŋ55	汞 红汞
鬨	hʊŋ55	哄 内哄，起哄
斛	fʊk022	斛 石斛（中药）
翁	iʊŋ55	翁 老翁；姓
瓮	aŋ55	瓮 米瓮
屋	ʊk055	屋 房屋
冬	tʊŋ55	冬 冬至
督	tʊk055	督 监督
統	tʰʊŋ35	统 统一
毒	tʊk022	毒 毒药
農	nʊŋ21	农 农村
膿	nʊŋ21	脓 化脓
宗	tsʊŋ55	宗 祖宗
鬆	ɬʊŋ55	松 松紧，放松
