#漢字	音標	解釋
多	to55	多 多少
砧	tʃɐm55	砧 砧板
沉	tʃʰɐm21	沉 沉浮
蟄	tʃek022	蛰 惊蛰
簪	tʃɐm55	簪 发簪
岑	kʰɐm21	岑 姓
森	ʃɐm55	森 森林
參	tʃʰam55	参 人参
滲	ȵiɐm55	渗 渗水
澀	kip033	涩 羞涩；涩口
針	tʃɐm55	针 针对
斟	tʃɐm55	斟 斟酒
枕	tʃɐm35	枕 枕头（名）
枕	tʃɐm35	枕 枕枕头（动）
執	tʃɐp055	执 执行
汁	tʃɐp055	汁 果汁
深	ʃɐm55	深 深入
沈	ʃɐm35	沈 沈阳
嬸	ʃɐm35	婶 叔之妻
審	ʃɐm35	审 审问
濕	ʃɐp055	湿 湿润
甚	ʃɐm21	甚 甚至
十	ʃɐp022	十 第十
什	tʃap022	什 什物
拾	ʃɐp022	拾 拾金不昧
壬	ȵiɐm21	壬 天干第九
任	ȵiɐm21	任 姓
任	ȵiɐm21	任 责任
入	iɐp022	入 进入
今	kɐm55	今 今天
金	kɐm55	金 金银
禁	kɐm33	禁 禁不住
錦	kɐm35	锦 锦绣
禁	kɐm55	禁 禁止
急	kɐp055	急 急忙
級	kʰɐp055	级 年级
給	kʰɐp055	给 供给，给予
欽	hɐm55	钦 钦差
撳	kɐm21	揿 手用力捏住，往下按
琴	kʰɐm21	琴 弹琴
禽	kʰɐm21	禽 家禽
擒	kʰɐm21	擒 擒拿
妗	kʰɐm13	妗 舅母
及	kɐp022	及 及时
吟	ȵiɐm21	吟 吟诗
吸	kʰɐp055	吸 呼吸
音	iɐm55	音 音乐
陰	iɐm55	阴 阴天
飮	ȵiɐm13	饮 米汤（名）
飮	ȵiɐm13	饮 饮酒（动）
蔭	iɐm55	荫 屋子很荫
淫	iɐm21	淫 淫荡
單	tan55	单 单独
丹	tan55	丹 人丹
疸	tʰan35	疸 黄疸
旦	tan33	旦 元旦
灘	tʰan55	滩 沙滩
攤	tʰan55	摊 摊开
癱	tʰan55	瘫 瘫痪
坦	tʰan35	坦 坦白
嘆	tʰan33	叹 叹气
炭	tʰan33	炭 木炭
獺	tʃʰap033	獭 水獭
彈	tʰan21	弹 弹琴
檀	tʰan21	檀 檀香
壇	tʰan21	坛 天坛
誕	tan33	诞 诞生
彈	tan21	弹 子弹
但	tan21	但 但是
蛋	tan21	蛋 鸡蛋
達	tat033	达 达到
難	nan21	难 很难
難	nan21	难 患难
捺	nai33	捺 撇捺
蘭	lan21	兰 兰花
攔	lan21	拦 拦住
欄	lan21	栏 栏杆
欄	lan55	栏 猪栏
懶	lan13	懒 懒惰
爛	lan21	烂 腐烂
辣	lat022	辣 泼辣；辣椒
瘌	lat022	瘌 瘌痢
贊	tʃan33	赞 赞助
灒	tʃan33	灒 溅水，灒水（打铁器）
餐	tʃʰan55	餐 快餐
燦	tʃʰan33	灿 灿烂
擦	tʃʰat033	擦 擦洗
殘	tʃʰan21	残 残疾
珊	ʃan33	珊 珊瑚
散	ɬan33	散 分散
傘	ɬan33	伞 雨伞
散	ɬan35	散 松散
撒	ɬat033	撒 撒手，撒种
薩	ɬat055	萨 菩萨
干	kɔn55	干 天干地支
乾	kɔn55	干 干湿
竿	kɔn55	竿 竹竿
肝	kɔn55	肝 猪肝
桿	kɔn33	杆 枪杆
稈	kɔn35	秆 禾秆
趕	kɔn35	赶 赶走
幹	kɔn33	干 干部
割	kɔt033	割 收割
葛	kɔk033	葛 诸葛亮
看	hɔn33	看 看守，看牛
刊	hɔŋ35	刊 报刊
看	hɔn33	看 看见
渴	hɔt033	渴 口渴
岸	ŋɔn21	岸 口岸
鼾	hɔn21	鼾 鼾声
罕	hɔŋ35	罕 罕见
漢	hɔn33	汉 汉族
喝	hɔt055	喝 大喝一声
寒	hɔn21	寒 寒冷
韓	hɔn21	韩 韩国
旱	hɔn13	旱 干旱
焊	hɔn21	焊 电焊
汗	hɔn21	汗 出汗
翰	hɔn21	翰 翰林；人名用字
安	ɔn55	安 安全
鞍	ɔn55	鞍 马鞍
按	ɔn33	按 按照
案	ɔn33	案 档案
扮	pan33	扮 打扮
八	pat033	八 第八
盼	pʰan33	盼 盼望
辦	pan21	办 办法
瓣	pan21	瓣 花瓣
拔	pat022	拔 选拔
抹	mat033	抹 抹布
盞	tʃan35	盏 灯盏
札	tʃat033	札 札记
紮	tʃat033	扎 驻扎
鏟	tʃʰan35	铲 铲草
察	tʃʰat033	察 观察
山	ʃan55	山 山顶
產	tʃʰan35	产 生产
殺	ʃat033	杀 自杀
煞	ʃat033	煞 凶神恶煞；煞费苦心
艱	kan55	艰 艰苦
間	kan55	间 中间
簡	kan35	简 简单
柬	kan35	柬 请柬
揀	kan35	拣 拣菜
間	kan33	间 间断
眼	ŋan13	眼 眼镜
閑	han21	闲 空闲
限	hɐn21	限 限制
莧	han21	苋 苋菜
軋	tʃat033	轧 被车轧；轧钢厂
班	pan55	班 班级
斑	pan55	斑 雀斑
頒	pan55	颁 颁布
扳	pan35	扳 扳手，枪的扳机
板	pan35	板 石板
版	pan35	版 出版
攀	pʰan55	攀 高攀
蠻	man21	蛮 野蛮
慢	man21	慢 快慢
棧	tʃan21	栈 客栈
鍘	tʃat022	铡 铡刀
刪	ʃan33	删 删除
疝	ʃan33	疝 疝气
奸	kan55	奸 奸臣
諫	kan35	谏 谏议
顏	ŋan21	颜 颜色
雁	ŋan21	雁 大雁
瞎	hɐt022	瞎 瞎子
轄	hɐt022	辖 管辖
晏	an33	晏 天晚
鞭	pin55	鞭 皮鞭
編	pʰin55	编 编辑
變	pin33	变 改变
別	pit022	别 分别
鱉	pit033	鳖 甲鱼
篇	pʰin55	篇 一篇
偏	pʰin55	偏 偏僻
騙	pʰin33	骗 欺骗
便	pʰiaŋ21	便 便宜
辨	pin21	辨 分辨
辯	pin21	辩 辩论
汴	pin21	汴 汴梁
便	pin21	便 方便
別	pit022	别 区别
綿	min21	绵 海绵
棉	min21	棉 棉花
免	min13	免 免除
勉	min13	勉 勉强
娩	min13	娩 分娩
緬	min13	缅 缅甸
面	min21	面 面子
滅	mit022	灭 消灭
碾	tʃin35	碾 碾米
連	lin21	连 大连；连长
聯	lin21	联 联系；对联
列	lit022	列 排列
裂	lit033	裂 分裂
烈	lit022	烈 烈士
煎	tʃin55	煎 煎药
剪	tʃin35	剪 铰剪
箭	tʃin33	箭 射箭
濺	tʃʰin35	溅 溅水
遷	tʃʰin55	迁 迁移
淺	tʃʰin35	浅 深浅
錢	tʃʰin21	钱 钱财
踐	tʃin21	践 实践
賤	tʃin21	贱 犯贱
餞	tʃʰin13	饯 饯行
仙	ɬin55	仙 神仙
鮮	ɬin55	鲜 新鲜
鮮	ɬin35	鲜 朝鲜
癬	ɬin35	癣 脚癣
綫	ɬin33	线 线索
薛	ɬit033	薛 姓
泄	ɬit033	泄 泄漏，排泄
羨	ʃin21	羡 羡慕
展	tʃin35	展 发展
哲	tʃit033	哲 哲学
蜇	tʃit033	蜇 蝎子蜇人；海蜇
徹	tʃʰit033	彻 彻底
撤	tʃʰit033	撤 撤退
纏	tʃʰin21	缠 纠缠
轍	tʃʰit033	辙 南辕北辙
氈	tʃin55	毡 油毛毡
戰	tʃin33	战 战斗
折	tʃit033	折 折断；折扣
浙	tʃit033	浙 浙江
舌	ʃit022	舌 舌头
搧	ʃin33	扇 扇扇子；（动）
扇	ʃin33	扇 扇子（名）
設	ʃit033	设 设计
蟬	ʃin21	蝉 蝉蜕，知了
禪	ʃin21	禅 禅让
善	ʃin21	善 善良
鱔	ʃin13	鳝 鳝鱼，黄鳝
膳	ʃin21	膳 膳食
禪	ʃin21	禅 禅宗
折	ʃit033	折 折本；摔折手臂
然	in21	然 居然
燃	in21	燃 燃烧
熱	ȵit022	热 热烈
遣	hin35	遣 遣责
乾	kʰin21	乾 乾坤
虔	hin21	虔 虔诚
件	kin21	件 一件
傑	kit022	杰 杰出
諺	in21	谚 谚语
孽	ȵit033	孽 作孽
延	in21	延 延安
筵	in21	筵 筵席
演	in35	演 演出
建	kin33	建 建设
揭	kʰit033	揭 揭发
鍵	kin33	键 关键
健	kin33	健 健康
竭	kʰit033	竭 竭尽全力
言	ȵin21	言 语言
軒	hin55	轩 人名用字（轩辕）
掀	hin55	掀 掀开
憲	hin33	宪 宪法
獻	hin33	献 贡献
歇	hit033	歇 歇一下
蝎	hit033	蝎 蝎子
堰	in33	堰 都江堰
邊	pin55	边 旁边
蝙	pʰin55	蝙 蝙蝠
扁	piaŋ35	扁 扁担
匾	piaŋ35	匾 牌匾
遍	pʰin55	遍 遍地
遍	pʰin33	遍 一遍
片	pʰiaŋ33	片 片面
撇	pʰit033	撇 撇开
辮	pin55	辫 辫子
眠	min21	眠 安眠
麵	min21	面 面条
篾	mit033	篾 竹篾
顚	tin55	颠 颠倒
癲	tin55	癫 癫狗
典	tin35	典 词典
天	tʰin55	天 晴天
腆	tin35	腆 腼腆
鐵	tʰit033	铁 钢铁
田	tʰin21	田 田地
塡	tʰin21	填 填空
電	tin21	电 电灯
殿	tin21	殿 殿堂
奠	tin21	奠 奠基
佃	tʰin21	佃 佃户
墊	tʰin13	垫 垫钱；座垫
年	nin21	年 过年
捏	ȵit033	捏 捏紧
憐	leŋ21	怜 可怜
蓮	lin21	莲 莲花
練	lin21	练 练习
楝	lin21	楝 苦楝树
鏈	lin21	链 项链
箋	tʃin55	笺 信笺
薦	tʃin33	荐 推荐
節	tʃit033	节 节约
千	tʃʰin55	千 千万
切	tʃʰit033	切 切开
前	tʃʰin21	前 从前
截	tʃit022	截 截断
先	ɬin55	先 先进
屑	ɬiu55	屑 木屑（名）
肩	kin55	肩 肩膀
堅	kin55	坚 坚强
繭	kin35	茧 蚕茧
趼	kin35	趼 老茧（手脚掌上）
見	kin33	见 见识
結	kit033	结 结果
潔	kit033	洁 清洁
牽	hin55	牵 牵牛花
硏	ȵin21	研 研究
硯	kaŋ35	砚 砚台
顯	hin35	显 明显
賢	hin21	贤 贤惠
弦	hin21	弦 琴弦
現	in21	现 出现
煙	in55	烟 香烟
燕	in33	燕 燕京；姓
燕	in33	燕 燕子
嚥	in55	咽 咽下去
宴	in33	宴 宴会
噎	iaʔ055	噎 噎住
般	pun55	般 一般
搬	pun55	搬 搬家
半	pun33	半 半天
絆	pʰun33	绊 绊倒
缽	put033	钵 衣钵
撥	put033	拨 拨款
潘	pʰun55	潘 姓
拚	pʰeŋ33	拼 拼命
判	pʰun33	判 审判
潑	pʰut033	泼 泼水
盤	pʰun21	盘 算盘
伴	pʰun33	伴 伙伴
拌	pʰun33	拌 搅拌
叛	pʰun33	叛 叛徒
瞞	mun21	瞒 隐瞒
饅	man21	馒 馒头
鰻	man21	鳗 鳗鱼
滿	mun13	满 满意，装满
漫	man21	漫 漫画
幔	man21	幔 幔帐
末	mut022	末 末尾
沫	mut022	沫 泡沫
抹	mat033	抹 抹布
端	tun55	端 端午
短	tun35	短 长短
斷	tʰun13	断 断绝，线断了
鍛	tun21	锻 锻炼
脫	tʰut033	脱 摆脱
團	tʰun21	团 团结
糰	tʰun21	团 糕团
斷	tʰun13	断 决断，断案
段	tun21	段 阶段
緞	tun21	缎 绸缎
椴	tun21	椴 椴木
奪	tut022	夺 夺权
暖	nun13	暖 暖和
鸞	lin13	鸾 鸾凤
卵	lun13	卵 鸡卵（鸡蛋）
亂	lun21	乱 混乱
捋	lut022	捋 捋袖
鑽	tʃin55	钻 电钻（名）
鑽	tʃun55	钻 钻洞（动）
竄	tʃʰin33	窜 东窜西窜
撮	ȵit033	撮 一撮胡子
酸	ɬun55	酸 酸味
算	ɬun33	算 计算
蒜	ɬun33	蒜 蒜头
官	kun55	官 当官
棺	kun55	棺 棺材
觀	kun55	观 参观
冠	kun33	冠 冠军
管	kun35	管 管理
館	kun35	馆 图书馆
貫	kun33	贯 贯彻
灌	kun33	灌 灌溉
罐	kun33	罐 罐头
觀	kun55	观 道观
冠	kun55	冠 衣冠
括	kʰut033	括 包括
寬	fun55	宽 宽敞
款	fun35	款 汇款
闊	fut033	阔 开阔
玩	ŋɔn21	玩 玩具
歡	fun55	欢 喜欢
喚	fun21	唤 呼唤
煥	fun21	焕 焕然一新
豁	kɔt033	豁 豁然，豁嘴
完	in21	完 完全
丸	in21	丸 药丸
緩	fun21	缓 迟缓
皖	un35	皖 皖南事变
換	un21	换 交换
活	ut022	活 生活
豌	un35	豌 豌豆
碗	un35	碗 饭碗
腕	un35	腕 手腕
鰥	kwan55	鳏 鳏夫
頑	ŋɔn21	顽 顽皮
幻	ʋan21	幻 幻想
滑	ʋat022	滑 滑稽
猾	ʋat022	猾 狡猾
挖	ʋat033	挖 挖地
篡	ʃan33	篡 篡位
閂	ʃan55	闩 门闩
拴	tʃʰin21	拴 拴住（捆绑）
涮	tʃʰat033	涮 涮羊肉
刷	tʃʰat033	刷 牙刷
關	kwan55	关 关门
慣	kwan33	惯 习惯
刮	kwat033	刮 搜刮
還	ʋan21	还 还有
還	ʋan21	还 还原，还钱
環	ʋan21	环 环境
患	ʋan21	患 忧患；患病
宦	ʋan21	宦 宦官
彎	ʋaŋ55	弯 弯曲
灣	ʋaŋ55	湾 海湾
戀	lin13	恋 恋爱
劣	lut033	劣 恶劣
全	tʃʰin21	全 全部
泉	tʃʰin21	泉 泉水
絕	tʃit033	绝 绝对
宣	ɬin55	宣 宣传
選	ɬin35	选 选举
雪	ɬit033	雪 下雪
旋	ɬin21	旋 旋转
轉	tʃin35	转 转送，转学
轉	tʃin35	转 转圆圈
傳	tʃʰin21	传 传达
傳	tʃʰin21	传 自传
專	tʃin55	专 专门
磚	tʃin55	砖 砖头
拙	tʃit033	拙 笨拙
川	tʃʰin55	川 四川
穿	tʃʰin55	穿 穿着
喘	tʃʰun35	喘 哮喘
串	tʃʰin33	串 串通
船	ʃin21	船 轮船
說	ʃit033	说 小说
軟	ȵin13	软 软硬
捲	kiaŋ35	卷 卷起（动）
眷	kin33	眷 眷属
卷	kin35	卷 试卷（名）
絹	kin55	绢 手绢
圈	kʰiaŋ55	圈 圆圈
拳	kʰin21	拳 拳头
權	kʰin21	权 权力
顴	hin21	颧 颧骨
圈	kʰiaŋ55	圈 猪圈
倦	kin21	倦 疲倦
圓	in21	圆 圆圈
員	in21	员 人员
院	in21	院 院子
緣	in21	缘 缘分
沿	in21	沿 沿路
鉛	in21	铅 铅笔
捐	kin55	捐 捐款
悅	it033	悦 愉悦
閱	it033	阅 阅读
藩	fan21	藩 曾国藩
反	fan35	反 反对
販	fan33	贩 贩卖
髮	fat033	发 头发
發	fat033	发 发财
翻	fan55	翻 翻转
番	fan55	番 几番
煩	fan21	烦 麻烦
礬	fan21	矾 明矾
繁	fan21	繁 繁华
飯	fan21	饭 吃饭
伐	fɐt022	伐 讨伐
筏	fɐt022	筏 竹筏
罰	fat022	罚 罚款
晚	man13	晚 晚上
挽	ʋan35	挽 挽留，挽手
萬	man21	万 一万
蔓	man21	蔓 瓜蔓
襪	mɐt022	袜 袜子
蕨	kʰit033	蕨 蕨菜
厥	kʰit033	厥 突厥
憠	kʰit033	憠 脾气憠
勸	hin33	劝 规劝
券	kin33	券 国库券，证券
掘	kwɐt022	掘 挖掘
元	ȵin21	元 元旦
原	ȵin21	原 原来
源	ȵin21	源 来源
阮	ȵin13	阮 姓
願	ȵin21	愿 愿望
月	ȵit022	月 月亮
喧	ɬin55	喧 喧闹
冤	in55	冤 冤枉
宛	un35	宛 宛然；人名用字
怨	in33	怨 埋怨
袁	in21	袁 姓
轅	in21	辕 辕门；轩辕
園	in21	园 花园
援	in21	援 援助
遠	in13	远 远近
越	it022	越 越来越
曰	iek033	曰 子曰
粵	it033	粵 粤菜
决	kʰit033	决 决定
訣	kʰit033	诀 口诀
犬	hin35	犬 狗
缺	kʰit033	缺 缺钱，缺口
血	hit033	血 流血
玄	hin21	玄 玄妙
懸	in21	悬 悬崖
縣	in21	县 行政单位
眩	hin21	眩 眩目，晕眩
穴	it033	穴 穴位
淵	in55	渊 深渊
吞	tʰɐn55	吞 吞口水
跟	kɐn55	跟 跟随
根	kɐn55	根 树根
懇	hɐn35	恳 恳求
墾	hɐn35	垦 开垦
啃	hɐn35	啃 啃树皮
痕	hɐn21	痕 痕迹
很	hɐn35	很 很多
恨	hɐn21	恨 仇恨
恩	iɐn55	恩 恩德
彬	pɐn55	彬 文质彬彬
賓	pɐn55	宾 贵宾
檳	pɐn55	槟 槟榔
殯	pɐn55	殡 出殡
鬢	pɐn55	鬓 鬂角
筆	pɐʔ055	笔 毛笔
畢	pɐʔ055	毕 毕业
必	pit033	必 必须
匹	pʰɐʔ055	匹 匹配；一匹布
蘋	pʰeŋ21	苹 苹果
頻	pʰɐn21	频 频繁
貧	pʰɐn21	贫 贫农
弼	paʔ033	弼 弼马温，任弼时
閩	mɐŋ13	闽 福建简称
民	mɐn21	民 人民
憫	mɐŋ13	悯 怜悯
敏	mɐŋ13	敏 灵敏
抿	mɐn13	抿 小口喝酒
密	mɐt033	密 秘密
蜜	mɐt033	蜜 蜂蜜
鄰	lɐn21	邻 邻居
鱗	lɐn21	鳞 鱼鳞
磷	lɐn21	磷 磷肥
栗	lɐt033	栗 栗子
津	tʃɐn55	津 天津
儘	tʃɐn21	尽 尽早
進	tʃɐn33	进 前进
晉	tʃɐn33	晋 魏晋；山西简称
親	tʃʰɐn55	亲 亲戚
親	tʃʰɐn55	亲 亲家
七	tʃʰɐt055	七 第七
漆	tʃʰɐt055	漆 油漆
秦	tʃʰɐn21	秦 秦国；姓
盡	tʃɐn21	尽 尽力；尽头
疾	tʃɐt022	疾 疾病
薪	ɬɐn55	薪 薪水
辛	ɬɐn55	辛 辛苦
新	ɬɐn55	新 新旧
信	ɬɐn33	信 相信
訊	ɬɐn33	讯 通讯
悉	ɬek055	悉 熟悉
膝	ɬɐt055	膝 膝盖
珍	tʃɐn55	珍 珍珠
鎭	tʃɐn33	镇 镇压
趁	tʃʰɐn33	趁 趁机
陳	tʃʰɐn21	陈 陈年
塵	tʃʰɐn21	尘 灰尘
陣	tʃɐn21	阵 阵雨
侄	tʃɐt022	侄 侄子
秩	tit022	秩 秩序
臻	tʃɐn55	臻 聂荣臻
襯	tʃʰɐn33	衬 衬衫
瑟	ɬɐt055	瑟 琴瑟
蝨	ʃɐt055	虱 虱子
眞	tʃɐn55	真 真假
診	tʃʰɐn35	诊 急诊
疹	tʃʰɐn35	疹 麻疹
振	tʃɐn33	振 振动
震	tʃɐn33	震 地震
質	tʃɐt055	质 质量
神	ʃɐn21	神 精神
實	ʃɐt033	实 老实
身	ʃɐn55	身 身体
申	ʃɐn55	申 申请
伸	ʃɐn55	伸 伸手
娠	ʃɐn21	娠 妊娠
失	ʃɐʔ055	失 失去
室	ʃɐʔ055	室 室内
辰	ʃɐn21	辰 时辰
晨	ʃɐn21	晨 早晨
臣	ʃɐn21	臣 大臣
腎	ʃɐn13	肾 肾脏，肾虚
愼	ʃɐn21	慎 慎重
人	ȵiɐn21	人 人民
仁	ȵiɐn21	仁 仁义
忍	ȵiɐn13	忍 忍住
刃	ȵiɐn13	刃 刀刃
認	ȵieŋ21	认 认得
韌	ȵiɐn13	韧 坚韧
日	ȵiɐt022	日 日期
巾	kɐn55	巾 毛巾
緊	kɐn35	紧 紧张
吉	kɐʔ055	吉 吉利
僅	kɐn35	仅 不仅
銀	ŋɐn21	银 银行
釁	hɐŋ33	衅 挑衅
因	iɐn55	因 原因
姻	iɐn55	姻 婚姻
洇	iɐm33	洇 液体向四周散开或渗透
印	iɐn33	印 手印
一	iɐt055	一 一定
乙	iʔ033	乙 天干
寅	iɐn21	寅 地支
引	iɐn13	引 吸引
逸	iɐt033	逸 劳逸结合
斤	kɐn55	斤 斤两
筋	kɐn55	筋 筋骨
謹	kɐn35	谨 谨慎
勁	keŋ33	劲 劲敌
訖	ŋɐʔ055	讫 收讫
乞	hɐʔ055	乞 乞讨
勤	kʰɐn21	勤 辛勤
芹	kʰɐn21	芹 芹菜
近	kʰɐn35	近 远近
欣	hɐŋ55	欣 欣欣向荣
殷	iɐn55	殷 殷勤；姓
隱	iɐn35	隐 隐身，隐形
癮	iɐn35	瘾 烟瘾
奔	pɐŋ55	奔 东奔西走
本	pun35	本 书本
逩	pɐŋ55	奔 投奔，奔六十岁
不	pɐʔ055	不 不过，不是
噴	pʰɐn33	喷 喷水
噴	pʰɐn33	喷 喷香；喷嚏
盆	pʰun21	盆 脸盆
笨	pɐn21	笨 笨蛋
勃	puʔ022	勃 勃然大怒
門	mun21	门 关门
悶	mun21	闷 闷热
沒	muʔ022	没 沉没
敦	tɐn55	敦 敦厚
墩	tun55	墩 桥墩
頓	tɐn35	顿 停顿
褪	tʰui33	褪 褪色；褪戒指
屯	tun55	屯 屯田
飩	tʰɐn55	饨 馄饨
臀	tin21	臀 臀部
炖	tɐn21	炖 炖蛋，炖鸡
囤	tɐn35	囤 囤积
沌	tɐn35	沌 混沌
盾	tɐn21	盾 矛盾
鈍	tɐn21	钝 迟钝
突	tɐʔ022	突 突然
凸	tɐʔ022	凸 凸起
嫩	nun21	嫩 稚嫩，菜嫩
論	lɐn21	论 论语
侖	lɐn21	仑 昆仑
論	lɐn21	论 讨论，论文
尊	tʃun55	尊 尊敬
卒	tʃɐʔ055	卒 兵卒
村	tʃʰun55	村 村庄
忖	tʃʰun35	忖 思量，忖度
寸	tʃʰun33	寸 尺寸
猝	tʃɐʔ055	猝 仓猝
存	tʃʰun21	存 存折
孫	ɬun55	孙 子孙
損	ɬin35	损 损坏
遜	ɬun33	遜 谦逊
昆	kwʰɐn55	昆 昆虫
崑	kwʰɐn55	昆 昆仑
滾	kwɐn35	滚 滚动
棍	kwɐn33	棍 棍棒
骨	kwɐʔ055	骨 骨头
坤	kwʰɐn55	坤 乾坤
綑	kwʰɐn35	捆 捆住
困	kwʰɐn33	困 困难
睏	fɐn33	睏 睏觉（睡觉），犯睏
窟	fɐʔ055	窟 窟窿，屎窟
昏	fɐn55	昏 黄昏
婚	fɐn55	婚 结婚
忽	fɐʔ055	忽 忽然
魂	ʋɐn21	魂 鬼魂
餛	ʋɐn21	馄 馄饨
渾	ʋɐn21	浑 浑浊，水浑
混	ʋɐn21	混 相混，混淆
核	ʋɐʔ033	核 果核
溫	ʋɐn55	温 温度
瘟	ʋɐn55	瘟 鸡瘟
穩	ʋɐn35	稳 稳定
倫	lɐn21	伦 伦理
淪	lɐn21	沦 沉沦
輪	lɐn21	轮 车轮
律	lɐʔ022	律 纪律
率	ɬɐʔ055	率 率领
遵	tʃun55	遵 遵守
俊	tʃɐn33	俊 英俊
詢	ɬɐn21	询 询问
筍	ɬɐn35	笋 竹笋
榫	ɬɐn35	榫 榫头
迅	ɬɐn33	迅 迅速
戌	ɬɐʔ055	戌 戊戌变法
恤	hit033	恤 体恤；抚恤
旬	ɬɐn21	旬 上旬
循	tʃʰɐn21	循 循环
巡	tʃʰɐn21	巡 巡逻
殉	ɬɐn21	殉 殉职
椿	tʃʰɐn55	椿 椿树，香椿
朮	ʃɐʔ022	朮 白朮
率	lɐʔ022	率 效率
蟀	ɬɐʔ055	蟀 蟋蟀
準	tʃɐn35	准 标准，准则
准	tʃɐn35	准 准确；准许
圳	tʃɐn33	圳 深圳；田中小沟
春	tʃʰɐn55	春 春秋
蠢	tʃʰɐn35	蠢 愚蠢
出	tʃʰɐt055	出 出去
脣	ʃɐn21	唇 嘴唇
盾	tɐn21	盾 矛盾
順	ʃɐn21	顺 顺利
術	ʃɐʔ022	术 技术
述	ʃɐʔ022	述 叙述
舜	ʃɐn33	舜 尧舜
純	ɬɐn21	纯 单纯
醇	ɬɐn21	醇 酒醇
潤	iɐn21	润 滋润
閏	iɐn21	闰 闰月
均	kwʰɐn55	均 平均
鈞	kwʰɐn55	钧 千钧一发
橘	kɐʔ055	橘 橘子
菌	kwʰɐn35	菌 细菌
勻	iɐn21	匀 均匀
允	ʋɐn13	允 允许
尹	ʋɐn13	尹 姓
分	fɐn55	分 分开
吩	fɐn55	吩 吩咐
粉	fɐn35	粉 面粉
糞	fɐn33	粪 猪粪
奮	fɐn13	奋 奋斗
芬	fɐn55	芬 芬芳
紛	fɐn55	纷 纠纷
彿	fɐʔ055	佛 仿佛
焚	fɐn21	焚 焚烧
墳	fɐn21	坟 坟墓
憤	fɐn13	愤 愤怒
忿	fɐn13	忿 忿忿不平
份	fɐn21	份 一份
佛	fɐʔ022	佛 佛像
文	mɐn21	文 论文
紋	mɐn21	纹 花纹
蚊	mɐn55	蚊 蚊香
聞	mɐn21	闻 新闻
吻	mɐŋ13	吻 接吻
問	mɐn21	问 问问题
物	mɐʔ022	物 物理
勿	mɐʔ022	勿 非礼勿视
君	kwɐn55	君 君子
軍	kwɐn55	军 参军
屈	kwʰɐt055	屈 委屈
羣	kwʰɐn21	群 群众
裙	kwʰɐn21	裙 连衣裙，裙子
郡	kwʰɐn21	郡 郡主
掘	kwɐt055	掘 挖掘，掘墓
倔	kwɐt055	倔 倔强
熏	fɐn55	熏 熏陶；熏蚊子
勳	fɐn55	勋 勋章
葷	ʋɐn21	荤 荤菜
薰	fɐn55	薰 薰衣草
訓	fɐn13	训 教训
云	ʋɐn21	云 人云亦云
雲	ʋɐn21	云 白云
耘	ʋɐn21	耘 耕耘
韻	ʋɐn21	韵 韵味
運	ʋɐn21	运 运气
暈	ʋɐn21	晕 晕车
幫	pɔŋ55	帮 帮忙
榜	pɔŋ35	榜 榜样
謗	pɔŋ35	谤 诽谤
博	pɔk033	博 博士
滂	pʰɔŋ21	滂 滂沱
泊	pʰak033	泊 梁山泊
旁	pʰɔŋ21	旁 旁边
螃	pʰɔŋ21	螃 螃蟹
傍	pʰɔŋ21	傍 傍晚
傍	pɔŋ21	傍 依傍
薄	pɔk033	薄 薄弱
泊	pʰak033	泊 停泊
忙	mɔŋ55	忙 农忙
芒	mɔŋ55	芒 芒种
茫	mɔŋ13	茫 茫然
莽	mɔŋ13	莽 鲁莽
蟒	mɔŋ13	蟒 蟒蛇
莫	mɔk022	莫 莫非；姓
膜	mɔk022	膜 薄膜
幕	mɔk033	幕 谢幕
寞	mɔk033	寞 寂寞
摸	mo55	摸 偷偷摸摸
當	tɔŋ55	当 当时；应当
黨	tɔŋ35	党 党员
擋	tɔŋ35	挡 阻挡
當	tɔŋ55	当 当铺；当作
檔	tɔŋ35	档 档案
湯	tʰɔŋ55	汤 喝汤；姓
倘	tʰɔŋ35	倘 倘若
躺	tʰɔŋ35	躺 躺下
燙	tʰɔŋ55	烫 烫手
趟	tʰɔŋ35	趟 一趟
託	tʰɔʔ033	托 推托，寄托
托	tʰɔʔ033	托 托盘，托下巴
堂	tʰɔŋ21	堂 堂兄
棠	tʰɔŋ21	棠 海棠
螳	tʰɔŋ21	螳 螳螂
唐	tʰɔŋ21	唐 唐朝
糖	tʰɔŋ21	糖 糖果
塘	tʰɔŋ21	塘 池塘
蕩	tɔŋ21	荡 放荡
踱	tɔʔ033	踱 踱方步
囊	nɔŋ21	囊 行囊
諾	nɔʔ033	诺 承诺
郞	lɔŋ21	郎 郎中
廊	lɔŋ21	廊 走廊
狼	lɔŋ21	狼 豺狼
朗	lɔŋ13	朗 明朗
浪	lɔŋ21	浪 浪费
晾	lɔŋ21	晾 晾衣服
落	lɔʔ022	落 下落
烙	lɔʔ033	烙 烙印
駱	lɔʔ033	骆 骆驼
洛	lɔʔ033	洛 洛阳
絡	lɔʔ033	络 联络
樂	lɔʔ022	乐 快乐
贓	tʃɔŋ55	赃 赃款
髒	tʃɔŋ33	脏 肮脏
葬	tʃɔŋ33	葬 埋葬
作	tʃɔʔ033	作 工作
倉	tʃʰɔŋ55	仓 仓库
蒼	tʃʰɔŋ55	苍 苍白
艙	tʃʰɔŋ55	舱 船舱
錯	tʃʰo33	错 错杂
